timeStamp,elapsed,label,dataType,success,bytes,sentBytes,Latency,IdleTime,Connect
1638552351680,65,TextLarge1,text,true,1253905,140,12,0,3
1638552351765,129,AudioLarge1,bin,true,1693697,140,4,0,0
1638552351895,89,AudioSmall1,bin,true,1693697,140,2,0,0
1638552351984,92,AudioSmall1,bin,true,1693697,140,1,0,0
1638552352076,41,ImageLarge1,bin,true,768842,141,5,0,0
1638552352161,55,AudioMedium1,bin,true,1693697,140,1,0,0
1638552352248,5,ImageSmall1,bin,true,89020,141,3,0,0
1638552352334,26,ImageLarge1,bin,true,768842,141,1,0,0
1638552352421,88,AudioMedium1,bin,true,1693697,140,0,0,0
1638552352509,170,AudioSmall1,bin,true,1693697,140,2,0,0
1638552352679,23,TextMedium1,text,true,581702,141,4,0,0
1638552352765,73,AudioSmall1,bin,true,1693697,140,1,0,0
1638552352851,20,ImageMedium1,bin,true,334427,142,2,0,0
1638552352937,4,ImageSmall1,bin,true,89020,141,3,0,0
1638552353023,2,ImageSmall1,bin,true,89020,141,1,0,0
1638552353110,49,AudioMedium1,bin,true,1693697,140,1,0,0
1638552353195,17,TextMedium1,text,true,581702,141,1,0,0
1638552353289,54,AudioLarge1,bin,true,1693697,140,1,0,0
1638552353368,58,TextLarge1,text,true,1253904,140,1,0,0
1638552353453,23,ImageLarge1,bin,true,768842,141,1,0,0
1638552353540,26,ImageMedium1,bin,true,334427,142,1,0,0
1638552353625,52,AudioLarge1,bin,true,1693697,140,1,0,0
1638552353711,84,AudioSmall1,bin,true,1693697,140,1,0,0
1638552353798,43,TextMedium1,text,true,581702,141,1,0,0
1638552353884,20,TextMedium1,text,true,581702,141,1,0,0
1638552353969,60,AudioLarge1,bin,true,1693697,140,1,0,0
1638552354056,10,ImageMedium1,bin,true,334427,142,1,0,0
1638552354141,70,AudioSmall1,bin,true,1693697,140,1,0,0
1638552354227,25,TextMedium1,text,true,581702,141,4,0,0
1638552354312,4,ImageSmall1,bin,true,89020,141,2,0,0
1638552354399,4,TextSmall1,text,true,66009,140,2,0,0
1638552354485,2,TextSmall1,text,true,66009,140,1,0,0
1638552354571,21,ImageLarge1,bin,true,768842,141,1,0,0
1638552354657,47,AudioSmall1,bin,true,1693697,140,1,0,0
1638552354743,101,TextLarge1,text,true,1253904,140,1,0,0
1638552354844,23,ImageMedium1,bin,true,334427,142,7,0,0
1638552354931,82,AudioMedium1,bin,true,1693697,140,21,0,0
1638552355018,116,AudioSmall1,bin,true,1693697,140,1,0,0
1638552355135,12,ImageMedium1,bin,true,334427,142,1,0,0
1638552355221,2,ImageSmall1,bin,true,89020,141,1,0,0
1638552355307,36,TextLarge1,text,true,1253904,140,1,0,0
1638552355393,3,TextSmall1,text,true,66009,140,1,0,0
1638552355479,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552355565,14,TextMedium1,text,true,581702,141,1,0,0
1638552355651,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552355737,2,TextSmall1,text,true,66009,140,1,0,0
1638552355823,86,ImageLarge1,bin,true,768842,141,1,0,0
1638552355909,26,TextMedium1,text,true,581702,141,3,0,0
1638552355994,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552356081,2,TextSmall1,text,true,66009,140,1,0,0
1638552356168,50,AudioLarge1,bin,true,1693697,140,1,0,0
1638552356253,17,ImageLarge1,bin,true,768842,141,1,0,0
1638552356339,45,AudioMedium1,bin,true,1693697,140,1,0,0
1638552356426,10,ImageMedium1,bin,true,334427,142,1,0,0
1638552356511,19,ImageLarge1,bin,true,768842,141,1,0,0
1638552356597,41,AudioMedium1,bin,true,1693697,140,1,0,0
1638552356683,3,ImageSmall1,bin,true,89020,141,0,0,0
1638552356769,57,TextLarge1,text,true,1253904,140,1,0,0
1638552356855,65,ImageSmall1,bin,true,89020,141,2,0,0
1638552356941,4,TextSmall1,text,true,66009,140,1,0,0
1638552357028,41,AudioLarge1,bin,true,1693697,140,1,0,0
1638552357113,23,ImageLarge1,bin,true,768842,141,1,0,0
1638552357205,58,TextLarge1,text,true,1253904,140,2,0,0
1638552357286,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552357371,45,AudioSmall1,bin,true,1693697,140,1,0,0
1638552357458,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552357544,29,TextLarge1,text,true,1253904,140,1,0,0
1638552357629,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552357715,46,AudioMedium1,bin,true,1693697,140,1,0,0
1638552357801,53,ImageLarge1,bin,true,768842,141,16,0,0
1638552357887,75,AudioSmall1,bin,true,1693697,140,1,0,0
1638552357974,15,TextMedium1,text,true,581702,141,1,0,0
1638552358059,8,ImageMedium1,bin,true,334427,142,1,0,0
1638552358145,3,TextSmall1,text,true,66009,140,1,0,0
1638552358231,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552358318,43,AudioSmall1,bin,true,1693697,140,0,0,0
1638552358403,75,AudioSmall1,bin,true,1693697,140,0,0,0
1638552358489,3,TextSmall1,text,true,66009,140,1,0,0
1638552358574,15,TextMedium1,text,true,581702,141,2,0,0
1638552358661,42,AudioLarge1,bin,true,1693697,140,1,0,0
1638552358747,57,TextLarge1,text,true,1253904,140,9,0,0
1638552358833,20,TextMedium1,text,true,581702,141,2,0,0
1638552358919,60,AudioMedium1,bin,true,1693697,140,1,0,0
1638552359005,10,ImageMedium1,bin,true,334427,142,2,0,0
1638552359090,3,TextSmall1,text,true,66009,140,1,0,0
1638552359177,42,AudioMedium1,bin,true,1693697,140,1,0,0
1638552359263,20,ImageLarge1,bin,true,768842,141,1,0,0
1638552359349,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552359434,44,AudioMedium1,bin,true,1693697,140,2,0,0
1638552359520,36,TextLarge1,text,true,1253904,140,1,0,0
1638552359607,2,TextSmall1,text,true,66009,140,1,0,0
1638552359692,3,ImageSmall1,bin,true,89019,141,1,0,0
1638552359778,33,TextMedium1,text,true,581701,141,1,0,0
1638552359864,46,TextLarge1,text,true,1253903,140,1,0,0
1638552359950,45,AudioLarge1,bin,true,1693696,140,1,0,0
1638552360036,30,TextLarge1,text,true,1253903,140,1,0,0
1638552360122,48,AudioMedium1,bin,true,1693696,140,2,0,0
1638552360208,4,ImageSmall1,bin,true,89019,141,2,0,0
1638552360294,44,AudioLarge1,bin,true,1693696,140,2,0,0
1638552360380,8,ImageMedium1,bin,true,334426,142,1,0,0
1638552360467,30,TextLarge1,text,true,1253868,140,0,0,0
1638552360552,12,ImageMedium1,bin,true,334428,142,3,0,1
1638552360638,37,TextLarge1,text,true,1253904,140,2,0,0
1638552360733,80,AudioLarge1,bin,true,1693697,140,2,0,0
1638552360814,58,TextLarge1,text,true,1253904,140,2,0,0
1638552360900,21,ImageMedium1,bin,true,334427,142,3,0,0
1638552360986,46,TextLarge1,text,true,1253904,140,1,0,0
1638552361072,11,TextSmall1,text,true,66009,140,9,0,0
1638552361158,44,AudioLarge1,bin,true,1693697,140,1,0,0
1638552361245,14,TextMedium1,text,true,581702,141,1,0,0
1638552361330,8,ImageMedium1,bin,true,334427,142,1,0,0
1638552361417,33,TextLarge1,text,true,1253904,140,1,0,0
1638552361501,22,TextMedium1,text,true,581702,141,1,0,0
1638552361588,4,TextSmall1,text,true,66009,140,3,0,0
1638552361673,43,AudioSmall1,bin,true,1693697,140,1,0,0
1638552361761,96,AudioMedium1,bin,true,1693697,140,1,0,0
1638552361857,44,TextMedium1,text,true,581702,141,1,0,0
1638552361943,94,AudioSmall1,bin,true,1693697,140,1,0,0
1638552362037,158,AudioSmall1,bin,true,1693697,140,2,0,0
1638552362195,42,AudioSmall1,bin,true,1693697,140,1,0,0
1638552362280,45,AudioSmall1,bin,true,1693697,140,1,0,0
1638552362366,38,ImageLarge1,bin,true,768842,141,1,0,0
1638552362453,43,AudioMedium1,bin,true,1693697,140,1,0,0
1638552362538,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552362624,14,TextMedium1,text,true,581702,141,1,0,0
1638552362710,3,TextSmall1,text,true,66009,140,1,0,0
1638552362796,46,AudioMedium1,bin,true,1693697,140,1,0,0
1638552362881,32,TextLarge1,text,true,1253904,140,1,0,0
1638552362968,13,TextMedium1,text,true,581702,141,1,0,0
1638552363054,20,ImageLarge1,bin,true,768842,141,1,0,0
1638552363140,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552363226,49,AudioLarge1,bin,true,1693697,140,1,0,0
1638552363312,71,AudioLarge1,bin,true,1693697,140,1,0,0
1638552363399,66,AudioMedium1,bin,true,1693697,140,1,0,0
1638552363484,39,AudioMedium1,bin,true,1693697,140,1,0,0
1638552363570,25,ImageLarge1,bin,true,768842,141,1,0,0
1638552363658,4,ImageSmall1,bin,true,89020,141,1,0,0
1638552363687,5,ImageSmall1,bin,true,89021,141,3,0,2
1638552363742,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552363857,23,TextMedium1,text,true,581702,141,1,0,0
1638552363913,86,ImageLarge1,bin,true,768842,141,1,0,0
1638552364028,69,ImageMedium1,bin,true,334427,142,2,0,0
1638552364085,90,AudioLarge1,bin,true,1693697,140,2,0,0
1638552364199,47,AudioSmall1,bin,true,1693697,140,1,0,0
1638552364255,45,AudioLarge1,bin,true,1693697,140,1,0,0
1638552364371,3,TextSmall1,text,true,66009,140,1,0,0
1638552364427,5,ImageSmall1,bin,true,89020,141,2,0,0
1638552364542,43,AudioMedium1,bin,true,1693697,140,1,0,0
1638552364599,76,AudioMedium1,bin,true,1693697,140,1,0,0
1638552364714,64,AudioMedium1,bin,true,1693697,140,0,0,0
1638552364770,66,TextLarge1,text,true,1253904,140,6,0,0
1638552364884,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552364940,17,TextMedium1,text,true,581702,141,1,0,0
1638552365056,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552365111,17,TextMedium1,text,true,581702,141,1,0,0
1638552365226,9,TextSmall1,text,true,66009,140,2,0,0
1638552365282,10,ImageMedium1,bin,true,334427,142,1,0,0
1638552365397,40,AudioSmall1,bin,true,1693697,140,1,0,0
1638552365454,39,AudioMedium1,bin,true,1693697,140,1,0,0
1638552365568,44,AudioLarge1,bin,true,1693697,140,1,0,0
1638552365625,53,AudioLarge1,bin,true,1693697,140,1,0,0
1638552365739,2,TextSmall1,text,true,66009,140,1,0,0
1638552365795,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552365911,2,TextSmall1,text,true,66009,140,1,0,0
1638552365967,52,AudioLarge1,bin,true,1693697,140,1,0,0
1638552366081,18,ImageLarge1,bin,true,768842,141,1,0,0
1638552366137,36,TextLarge1,text,true,1253904,140,1,0,0
1638552366252,40,AudioSmall1,bin,true,1693697,140,0,0,0
1638552366308,39,AudioLarge1,bin,true,1693697,140,1,0,0
1638552366424,13,ImageMedium1,bin,true,334427,142,1,0,0
1638552366480,8,ImageMedium1,bin,true,334427,142,1,0,0
1638552366594,2,ImageSmall1,bin,true,89020,141,1,0,0
1638552366650,23,ImageLarge1,bin,true,768842,141,1,0,0
1638552366765,43,TextLarge1,text,true,1253904,140,2,0,0
1638552366821,106,AudioMedium1,bin,true,1693697,140,3,0,0
1638552366936,104,AudioSmall1,bin,true,1693697,140,1,0,0
1638552366992,76,TextLarge1,text,true,1253904,140,22,0,0
1638552367107,3,TextSmall1,text,true,66009,140,1,0,0
1638552367163,2,ImageSmall1,bin,true,89020,141,1,0,0
1638552367279,42,AudioSmall1,bin,true,1693697,140,1,0,0
1638552367335,42,AudioLarge1,bin,true,1693697,140,1,0,0
1638552367450,16,TextMedium1,text,true,581702,141,1,0,0
1638552367506,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552367620,14,TextMedium1,text,true,581702,141,0,0,0
1638552367677,31,TextLarge1,text,true,1253904,140,1,0,0
1638552367791,86,AudioMedium1,bin,true,1693697,140,1,0,0
1638552367847,63,AudioSmall1,bin,true,1693697,140,2,0,0
1638552367963,40,TextLarge1,text,true,1253904,140,1,0,0
1638552368018,42,AudioMedium1,bin,true,1693697,140,1,0,0
1638552368132,21,ImageLarge1,bin,true,768842,141,1,0,0
1638552368190,49,TextLarge1,text,true,1253904,140,2,0,0
1638552368304,14,TextMedium1,text,true,581702,141,1,0,0
1638552368360,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552368475,38,AudioLarge1,bin,true,1693697,140,1,0,0
1638552368531,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552368646,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552368702,13,ImageMedium1,bin,true,334427,142,1,0,0
1638552368875,29,TextMedium1,text,true,581702,141,1,0,0
1638552368817,87,AudioMedium1,bin,true,1693697,140,1,0,0
1638552368988,18,ImageLarge1,bin,true,768842,141,1,0,0
1638552369045,47,AudioSmall1,bin,true,1693697,140,1,0,0
1638552369159,13,TextMedium1,text,true,581702,141,1,0,0
1638552369215,50,AudioMedium1,bin,true,1693697,140,0,0,0
1638552369330,37,AudioLarge1,bin,true,1693697,140,2,0,0
1638552369386,19,ImageLarge1,bin,true,768842,141,0,0,0
1638552369500,45,AudioSmall1,bin,true,1693697,140,1,0,0
1638552369556,39,TextLarge1,text,true,1253904,140,1,0,0
1638552369670,4,ImageSmall1,bin,true,89020,141,1,0,0
1638552369728,49,AudioMedium1,bin,true,1693697,140,1,0,0
1638552369842,65,AudioMedium1,bin,true,1693697,140,1,0,0
1638552369899,56,AudioLarge1,bin,true,1693697,140,7,0,0
1638552370013,18,TextMedium1,text,true,581702,141,1,0,0
1638552370069,40,AudioSmall1,bin,true,1693697,140,1,0,0
1638552370184,17,TextMedium1,text,true,581702,141,1,0,0
1638552370240,11,ImageMedium1,bin,true,334427,142,1,0,0
1638552370355,14,TextMedium1,text,true,581702,141,1,0,0
1638552370411,38,AudioMedium1,bin,true,1693697,140,1,0,0
1638552370526,38,AudioMedium1,bin,true,1693697,140,1,0,0
1638552370582,33,ImageLarge1,bin,true,768842,141,6,0,0
1638552370698,56,AudioLarge1,bin,true,1693697,140,1,0,0
1638552370753,50,ImageLarge1,bin,true,768842,141,3,0,0
1638552370868,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552370924,3,ImageSmall1,bin,true,89020,141,2,0,0
1638552371039,42,AudioSmall1,bin,true,1693697,140,1,0,0
1638552371096,20,ImageLarge1,bin,true,768842,141,1,0,0
1638552371210,62,AudioLarge1,bin,true,1693697,140,1,0,0
1638552371266,7,TextSmall1,text,true,66009,140,2,0,0
1638552371381,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552371437,29,TextLarge1,text,true,1253904,140,1,0,0
1638552371552,40,AudioLarge1,bin,true,1693697,140,2,0,0
1638552371608,15,TextMedium1,text,true,581702,141,1,0,0
1638552371723,40,AudioSmall1,bin,true,1693697,140,1,0,0
1638552371779,12,ImageMedium1,bin,true,334427,142,2,0,0
1638552371893,45,AudioMedium1,bin,true,1693697,140,1,0,0
1638552371950,31,TextLarge1,text,true,1253904,140,1,0,0
1638552372065,42,AudioMedium1,bin,true,1693697,140,2,0,0
1638552372121,22,ImageLarge1,bin,true,768842,141,1,0,0
1638552372236,18,TextMedium1,text,true,581702,141,3,0,0
1638552372292,3,TextSmall1,text,true,66009,140,1,0,0
1638552372406,43,AudioMedium1,bin,true,1693697,140,2,0,0
1638552372464,2,TextSmall1,text,true,66009,140,1,0,0
1638552372578,43,AudioSmall1,bin,true,1693697,140,1,0,0
1638552372635,36,TextLarge1,text,true,1253904,140,1,0,0
1638552372749,62,AudioMedium1,bin,true,1693697,140,1,0,0
1638552372920,48,ImageLarge1,bin,true,768842,141,21,0,0
1638552372806,196,AudioMedium1,bin,true,1693697,140,4,0,0
1638552373003,72,AudioSmall1,bin,true,1693697,140,1,0,0
1638552373091,15,TextMedium1,text,true,581702,141,1,0,0
1638552373173,45,AudioMedium1,bin,true,1693696,140,1,0,0
1638552373262,2,TextSmall1,text,true,66009,140,1,0,0
1638552373345,43,AudioMedium1,bin,true,1693696,140,1,0,0
1638552373433,48,AudioSmall1,bin,true,1693697,140,1,0,0
1638552373515,61,AudioLarge1,bin,true,1693696,140,2,0,0
1638552373603,4,TextSmall1,text,true,66009,140,1,0,0
1638552373687,3,TextSmall1,text,true,66008,140,0,0,0
1638552373776,23,TextMedium1,text,true,581702,141,1,0,0
1638552373856,41,AudioMedium1,bin,true,1693696,140,1,0,0
1638552373946,47,AudioSmall1,bin,true,1693697,140,1,0,0
1638552374028,9,ImageMedium1,bin,true,334426,142,1,0,0
1638552374117,20,ImageLarge1,bin,true,768842,141,1,0,0
1638552374199,47,AudioSmall1,bin,true,1693696,140,1,0,0
1638552374288,18,ImageLarge1,bin,true,768842,141,1,0,0
1638552374371,2,TextSmall1,text,true,66008,140,1,0,0
1638552374460,2,TextSmall1,text,true,66009,140,1,0,0
1638552374542,17,TextMedium1,text,true,581701,141,1,0,0
1638552374633,17,TextMedium1,text,true,581702,141,1,0,0
1638552374713,2,ImageSmall1,bin,true,88984,141,1,0,0
1638552374803,92,AudioLarge1,bin,true,1693697,140,1,0,0
1638552374884,51,AudioLarge1,bin,true,1693698,140,8,0,3
1638552374973,63,AudioSmall1,bin,true,1693697,140,1,0,0
1638552375055,3,TextSmall1,text,true,66009,140,1,0,0
1638552375144,15,TextMedium1,text,true,581702,141,1,0,0
1638552375226,51,AudioSmall1,bin,true,1693697,140,2,0,0
1638552375316,2,TextSmall1,text,true,66009,140,1,0,0
1638552375397,19,ImageLarge1,bin,true,768842,141,1,0,0
1638552375486,30,TextLarge1,text,true,1253904,140,1,0,0
1638552375571,4,TextSmall1,text,true,66009,140,2,0,0
1638552375658,41,AudioLarge1,bin,true,1693697,140,1,0,0
1638552375686,16,ImageSmall1,bin,true,89021,141,13,0,4
1638552375740,2,TextSmall1,text,true,66009,140,0,0,0
1638552375914,48,AudioSmall1,bin,true,1693697,140,1,0,0
1638552375941,25,ImageMedium1,bin,true,334427,142,2,0,0
1638552375996,15,TextMedium1,text,true,581702,141,1,0,0
1638552376172,16,TextMedium1,text,true,581702,141,1,0,0
1638552376199,25,ImageLarge1,bin,true,768842,141,2,0,0
1638552376254,65,AudioSmall1,bin,true,1693697,140,1,0,0
1638552376427,3,ImageSmall1,bin,true,89020,141,2,0,0
1638552376455,38,AudioMedium1,bin,true,1693697,140,1,0,0
1638552376511,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552376713,5,TextSmall1,text,true,66009,140,4,0,0
1638552376685,57,AudioMedium1,bin,true,1693697,140,1,0,0
1638552376767,87,ImageLarge1,bin,true,768842,141,1,0,0
1638552376942,3,TextSmall1,text,true,66009,140,1,0,0
1638552376970,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552377024,20,ImageLarge1,bin,true,768842,141,1,0,0
1638552377200,30,TextLarge1,text,true,1253904,140,1,0,0
1638552377226,27,ImageLarge1,bin,true,768842,141,3,0,0
1638552377281,2,ImageSmall1,bin,true,89020,141,1,0,0
1638552377456,44,TextLarge1,text,true,1253904,140,1,0,0
1638552377482,96,AudioLarge1,bin,true,1693697,140,2,0,0
1638552377538,44,ImageLarge1,bin,true,768842,141,1,0,0
1638552377714,2,TextSmall1,text,true,66009,140,1,0,0
1638552377741,19,TextMedium1,text,true,581702,141,1,0,0
1638552377796,83,AudioLarge1,bin,true,1693697,140,2,0,0
1638552377970,13,TextMedium1,text,true,581702,141,1,0,0
1638552377997,2,TextSmall1,text,true,66009,140,1,0,0
1638552378052,3,TextSmall1,text,true,66009,140,1,0,0
1638552378228,3,TextSmall1,text,true,66009,140,2,0,0
1638552378254,19,ImageLarge1,bin,true,768842,141,1,0,0
1638552378309,39,AudioMedium1,bin,true,1693697,140,1,0,0
1638552378484,41,AudioMedium1,bin,true,1693697,140,1,0,0
1638552378513,84,AudioLarge1,bin,true,1693697,140,12,0,0
1638552378567,102,TextLarge1,text,true,1253904,140,2,0,0
1638552378741,44,TextLarge1,text,true,1253904,140,1,0,0
1638552378769,194,AudioMedium1,bin,true,1693697,140,16,0,0
1638552378823,155,AudioLarge1,bin,true,1693697,140,5,0,0
1638552378998,55,AudioMedium1,bin,true,1693697,140,1,0,0
1638552379025,52,TextLarge1,text,true,1253904,140,3,0,0
1638552379081,54,AudioLarge1,bin,true,1693697,140,1,0,0
1638552379282,46,ImageMedium1,bin,true,334427,142,3,0,0
1638552379255,75,TextLarge1,text,true,1253904,140,1,0,0
1638552379337,44,TextLarge1,text,true,1253904,140,1,0,0
1638552379511,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552379538,43,AudioMedium1,bin,true,1693697,140,1,0,0
1638552379593,45,AudioSmall1,bin,true,1693697,140,0,0,0
1638552379794,9,ImageSmall1,bin,true,89020,141,2,0,0
1638552379768,41,ImageLarge1,bin,true,768842,141,1,0,0
1638552379850,37,ImageMedium1,bin,true,334427,142,29,0,0
1638552380025,8,ImageMedium1,bin,true,334427,142,1,0,0
1638552380053,33,TextLarge1,text,true,1253904,140,1,0,0
1638552380108,46,AudioLarge1,bin,true,1693697,140,1,0,0
1638552380283,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552380309,43,AudioSmall1,bin,true,1693697,140,1,0,0
1638552380364,46,AudioMedium1,bin,true,1693697,140,1,0,0
1638552380539,37,TextLarge1,text,true,1253904,140,1,0,0
1638552380566,78,AudioLarge1,bin,true,1693697,140,11,0,0
1638552380621,77,TextLarge1,text,true,1253904,140,3,0,0
1638552380796,37,TextLarge1,text,true,1253904,140,2,0,0
1638552380878,17,ImageSmall1,bin,true,89020,141,15,0,0
1638552380824,102,TextMedium1,text,true,581702,141,6,0,0
1638552381053,19,TextMedium1,text,true,581701,141,6,0,0
1638552381081,3,TextSmall1,text,true,66009,140,1,0,0
1638552381135,40,AudioSmall1,bin,true,1693697,140,1,0,0
1638552381310,15,TextMedium1,text,true,581701,141,1,0,0
1638552381337,27,ImageLarge1,bin,true,768842,141,1,0,0
1638552381392,4,ImageSmall1,bin,true,89020,141,1,0,0
1638552381568,3,TextSmall1,text,true,66008,140,1,0,0
1638552381649,4,ImageSmall1,bin,true,89020,141,2,0,0
1638552381594,68,AudioMedium1,bin,true,1693697,140,1,0,0
1638552381825,47,AudioSmall1,bin,true,1693696,140,1,0,0
1638552381907,35,ImageLarge1,bin,true,768842,141,9,0,0
1638552381851,114,TextLarge1,text,true,1253904,140,7,0,0
1638552382081,42,AudioSmall1,bin,true,1693696,140,1,0,0
1638552382109,27,TextMedium1,text,true,581702,141,7,0,0
1638552382163,48,AudioLarge1,bin,true,1693697,140,2,0,0
1638552382338,2,ImageSmall1,bin,true,89019,141,1,0,0
1638552382365,45,AudioSmall1,bin,true,1693697,140,1,0,0
1638552382420,30,TextLarge1,text,true,1253904,140,1,0,0
1638552382595,48,AudioLarge1,bin,true,1693696,140,1,0,0
1638552382623,23,ImageMedium1,bin,true,334427,142,8,0,0
1638552382687,3,ImageSmall1,bin,true,89020,141,2,0,0
1638552382853,10,ImageMedium1,bin,true,334426,142,1,0,0
1638552382879,3,TextSmall1,text,true,66009,140,2,0,0
1638552382934,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552383110,57,AudioLarge1,bin,true,1693696,140,1,0,0
1638552383136,47,TextLarge1,text,true,1253904,140,1,0,0
1638552383192,18,TextMedium1,text,true,581702,141,1,0,0
1638552383366,15,TextMedium1,text,true,581666,141,1,0,0
1638552383393,68,AudioLarge1,bin,true,1693697,140,1,0,0
1638552383448,28,ImageLarge1,bin,true,768842,141,3,0,0
1638552383624,5,TextSmall1,text,true,66010,140,3,0,1
1638552383650,31,TextLarge1,text,true,1253904,140,1,0,0
1638552383706,65,AudioMedium1,bin,true,1693697,140,1,0,0
1638552383880,4,ImageSmall1,bin,true,89020,141,1,0,0
1638552383907,3,TextSmall1,text,true,66009,140,1,0,0
1638552383962,54,AudioSmall1,bin,true,1693697,140,1,0,0
1638552384164,9,ImageSmall1,bin,true,89020,141,6,0,0
1638552384137,48,AudioMedium1,bin,true,1693697,140,1,0,0
1638552384220,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552384395,10,ImageMedium1,bin,true,334427,142,1,0,0
1638552384421,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552384476,3,TextSmall1,text,true,66009,140,1,0,0
1638552384651,14,TextMedium1,text,true,581702,141,1,0,0
1638552384678,4,ImageSmall1,bin,true,89020,141,1,0,0
1638552384732,3,TextSmall1,text,true,66009,140,1,0,0
1638552384908,20,ImageLarge1,bin,true,768842,141,1,0,0
1638552384936,8,ImageMedium1,bin,true,334427,142,1,0,0
1638552384990,33,TextLarge1,text,true,1253904,140,1,0,0
1638552385166,21,ImageLarge1,bin,true,768842,141,1,0,0
1638552385192,11,ImageMedium1,bin,true,334427,142,1,0,0
1638552385248,36,ImageLarge1,bin,true,768842,141,1,0,0
1638552385450,4,ImageSmall1,bin,true,89020,141,1,0,0
1638552385422,38,TextLarge1,text,true,1253904,140,1,0,0
1638552385505,19,ImageLarge1,bin,true,768842,141,1,0,0
1638552385679,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552385706,14,TextMedium1,text,true,581702,141,1,0,0
1638552385761,58,AudioSmall1,bin,true,1693697,140,1,0,0
1638552385936,31,TextLarge1,text,true,1253904,140,1,0,0
1638552385963,63,AudioLarge1,bin,true,1693697,140,4,0,0
1638552386018,44,ImageLarge1,bin,true,768842,141,2,0,0
1638552386193,2,TextSmall1,text,true,66009,140,1,0,0
1638552386221,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552386275,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552386451,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552386477,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552386532,41,TextLarge1,text,true,1253904,140,0,0,0
1638552386708,37,TextLarge1,text,true,1253904,140,1,0,0
1638552386734,50,AudioMedium1,bin,true,1693697,140,7,0,0
1638552386789,69,AudioSmall1,bin,true,1693697,140,1,0,0
1638552386965,29,TextLarge1,text,true,1253904,140,1,0,0
1638552386991,23,ImageLarge1,bin,true,768842,141,3,0,0
1638552387046,22,ImageLarge1,bin,true,768842,141,1,0,0
1638552387221,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552387248,2,TextSmall1,text,true,66009,140,1,0,0
1638552387303,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552387478,3,ImageSmall1,bin,true,89020,141,1,0,0
1638552387505,3,TextSmall1,text,true,66009,140,2,0,0
1638552387560,49,AudioLarge1,bin,true,1693697,140,1,0,0
1638552387683,16,TextMedium1,text,true,581703,141,2,0,1
1638552387736,13,TextMedium1,text,true,581702,141,0,0,0
1638552387763,2,TextSmall1,text,true,66009,140,1,0,0
1638552387818,25,ImageLarge1,bin,true,768842,141,1,0,0
1638552388026,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552388078,20,ImageLarge1,bin,true,768842,141,1,0,0
1638552388105,10,ImageMedium1,bin,true,334427,142,1,0,0
1638552388160,42,AudioLarge1,bin,true,1693697,140,1,0,0
1638552388368,9,ImageMedium1,bin,true,334427,142,1,0,0
1638552388422,50,AudioLarge1,bin,true,1693697,140,1,0,0
1638552388448,32,ImageLarge1,bin,true,768842,141,7,0,0
1638552388504,44,AudioMedium1,bin,true,1693697,140,1,0,0
1638552388711,3,TextSmall1,text,true,66009,140,1,0,0
1638552388764,5,ImageSmall1,bin,true,89020,141,1,0,0
1638552388790,50,AudioLarge1,bin,true,1693697,140,1,0,0
1638552388846,42,AudioLarge1,bin,true,1693697,140,3,0,0
1638552389054,35,TextLarge1,text,true,1253904,140,1,0,0
1638552389134,38,TextMedium1,text,true,581702,141,2,0,0
1638552389189,11,ImageMedium1,bin,true,334427,142,1,0,0
1638552389107,103,AudioSmall1,bin,true,1693697,140,1,0,0
1638552389398,67,AudioSmall1,bin,true,1693697,140,0,0,0
